step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,CASH_OUT,1000,C4309,5000,4000,C14309,0,1000,0,0
1,TRANSFER,1000,C9850,5000,4000,C19850,0,1000,1,0
1,TRANSFER,1000,C7737,5000,4000,C17737,0,1000,0,0
1,CASH_OUT,1000,C1941,5000,4000,C11941,0,1000,0,0
1,TRANSFER,1000,C9501,5000,4000,C19501,0,1000,0,0
1,TRANSFER,1000,C7771,5000,4000,C17771,0,1000,0,0
1,TRANSFER,1000,C9979,5000,4000,C19979,0,1000,1,0
1,CASH_OUT,1000,C4136,5000,4000,C14136,0,1000,0,0
1,TRANSFER,1000,C9817,5000,4000,C19817,0,1000,1,0
1,CASH_OUT,1000,C3494,5000,4000,C13494,0,1000,0,0
1,CASH_OUT,1000,C4128,5000,4000,C14128,0,1000,0,0
1,CASH_OUT,1000,C4792,5000,4000,C14792,0,1000,0,0
1,CASH_OUT,1000,C2492,5000,4000,C12492,0,1000,0,0
1,CASH_OUT,1000,C250,5000,4000,C10250,0,1000,0,0
1,TRANSFER,1000,C7520,5000,4000,C17520,0,1000,0,0
1,CASH_OUT,1000,C3365,5000,4000,C13365,0,1000,0,0
1,CASH_OUT,1000,C3806,5000,4000,C13806,0,1000,0,0
1,TRANSFER,1000,C9733,5000,4000,C19733,0,1000,0,0
1,CASH_OUT,1000,C664,5000,4000,C10664,0,1000,0,0
1,CASH_OUT,1000,C1337,5000,4000,C11337,0,1000,0,0
1,TRANSFER,1000,C7369,5000,4000,C17369,0,1000,0,0
1,CASH_OUT,1000,C2304,5000,4000,C12304,0,1000,0,0
1,CASH_OUT,1000,C416,5000,4000,C10416,0,1000,0,0
1,TRANSFER,1000,C7655,5000,4000,C17655,0,1000,0,0
1,TRANSFER,1000,C5235,5000,4000,C15235,0,1000,0,0
1,TRANSFER,1000,C7873,5000,4000,C17873,0,1000,0,0
1,TRANSFER,1000,C9493,5000,4000,C19493,0,1000,0,0
1,TRANSFER,1000,C6300,5000,4000,C16300,0,1000,0,0
1,TRANSFER,1000,C9515,5000,4000,C19515,0,1000,0,0
1,CASH_OUT,1000,C2942,5000,4000,C12942,0,1000,0,0
1,TRANSFER,1000,C6325,5000,4000,C16325,0,1000,0,0
1,TRANSFER,1000,C6516,5000,4000,C16516,0,1000,0,0
1,TRANSFER,1000,C9461,5000,4000,C19461,0,1000,0,0
1,TRANSFER,1000,C6036,5000,4000,C16036,0,1000,0,0
1,CASH_OUT,1000,C2112,5000,4000,C12112,0,1000,0,0
1,TRANSFER,1000,C8910,5000,4000,C18910,0,1000,0,0
1,TRANSFER,1000,C5367,5000,4000,C15367,0,1000,0,0
1,TRANSFER,1000,C9714,5000,4000,C19714,0,1000,0,0
1,CASH_OUT,1000,C4512,5000,4000,C14512,0,1000,0,0
1,TRANSFER,1000,C7529,5000,4000,C17529,0,1000,0,0
1,TRANSFER,1000,C5470,5000,4000,C15470,0,1000,0,0
1,CASH_OUT,1000,C2292,5000,4000,C12292,0,1000,0,0
1,CASH_OUT,1000,C4843,5000,4000,C14843,0,1000,0,0
1,CASH_OUT,1000,C3107,5000,4000,C13107,0,1000,0,0
1,TRANSFER,1000,C6272,5000,4000,C16272,0,1000,0,0
1,CASH_OUT,1000,C4864,5000,4000,C14864,0,1000,0,0
1,TRANSFER,1000,C7451,5000,4000,C17451,0,1000,0,0
1,TRANSFER,1000,C7264,5000,4000,C17264,0,1000,0,0
1,CASH_OUT,1000,C196,5000,4000,C10196,0,1000,0,0
1,CASH_OUT,1000,C3204,5000,4000,C13204,0,1000,0,0
1,CASH_OUT,1000,C4564,5000,4000,C14564,0,1000,0,0
1,TRANSFER,1000,C9250,5000,4000,C19250,0,1000,0,0
1,CASH_OUT,1000,C2586,5000,4000,C12586,0,1000,0,0
1,CASH_OUT,1000,C736,5000,4000,C10736,0,1000,0,0
1,TRANSFER,1000,C5835,5000,4000,C15835,0,1000,0,0
1,CASH_OUT,1000,C3388,5000,4000,C13388,0,1000,0,0
1,CASH_OUT,1000,C2040,5000,4000,C12040,0,1000,0,0
1,CASH_OUT,1000,C2066,5000,4000,C12066,0,1000,0,0
1,CASH_OUT,1000,C3729,5000,4000,C13729,0,1000,0,0
1,CASH_OUT,1000,C4529,5000,4000,C14529,0,1000,0,0
1,TRANSFER,1000,C8971,5000,4000,C18971,0,1000,0,0
1,TRANSFER,1000,C9422,5000,4000,C19422,0,1000,0,0
1,CASH_OUT,1000,C998,5000,4000,C10998,0,1000,0,0
1,CASH_OUT,1000,C2085,5000,4000,C12085,0,1000,0,0
1,TRANSFER,1000,C9637,5000,4000,C19637,0,1000,0,0
1,TRANSFER,1000,C8953,5000,4000,C18953,0,1000,0,0
1,CASH_OUT,1000,C4570,5000,4000,C14570,0,1000,0,0
1,CASH_OUT,1000,C3154,5000,4000,C13154,0,1000,0,0
1,TRANSFER,1000,C6450,5000,4000,C16450,0,1000,0,0
1,CASH_OUT,1000,C708,5000,4000,C10708,0,1000,0,0
1,CASH_OUT,1000,C1977,5000,4000,C11977,0,1000,0,0
1,CASH_OUT,1000,C1196,5000,4000,C11196,0,1000,0,0
1,CASH_OUT,1000,C3395,5000,4000,C13395,0,1000,0,0
1,CASH_OUT,1000,C4687,5000,4000,C14687,0,1000,0,0
1,TRANSFER,1000,C6119,5000,4000,C16119,0,1000,0,0
1,TRANSFER,1000,C9717,5000,4000,C19717,0,1000,0,0
1,CASH_OUT,1000,C4417,5000,4000,C14417,0,1000,0,0
1,TRANSFER,1000,C7976,5000,4000,C17976,0,1000,0,0
1,TRANSFER,1000,C6603,5000,4000,C16603,0,1000,0,0
1,CASH_OUT,1000,C4987,5000,4000,C14987,0,1000,0,0
1,TRANSFER,1000,C8810,5000,4000,C18810,0,1000,0,0
1,TRANSFER,1000,C6837,5000,4000,C16837,0,1000,0,0
1,CASH_OUT,1000,C1849,5000,4000,C11849,0,1000,0,0
1,CASH_OUT,1000,C3794,5000,4000,C13794,0,1000,0,0
1,CASH_OUT,1000,C3951,5000,4000,C13951,0,1000,0,0
1,TRANSFER,1000,C8301,5000,4000,C18301,0,1000,0,0
1,TRANSFER,1000,C7908,5000,4000,C17908,0,1000,0,0
1,CASH_OUT,1000,C2709,5000,4000,C12709,0,1000,0,0
1,TRANSFER,1000,C5936,5000,4000,C15936,0,1000,0,0
1,CASH_OUT,1000,C4099,5000,4000,C14099,0,1000,0,0
1,TRANSFER,1000,C9999,5000,4000,C19999,0,1000,1,0
1,TRANSFER,1000,C8204,5000,4000,C18204,0,1000,0,0
1,CASH_OUT,1000,C3816,5000,4000,C13816,0,1000,0,0
1,TRANSFER,1000,C6324,5000,4000,C16324,0,1000,0,0
1,CASH_OUT,1000,C3607,5000,4000,C13607,0,1000,0,0
1,CASH_OUT,1000,C1370,5000,4000,C11370,0,1000,0,0
1,CASH_OUT,1000,C3010,5000,4000,C13010,0,1000,0,0
1,TRANSFER,1000,C6156,5000,4000,C16156,0,1000,0,0
1,TRANSFER,1000,C6618,5000,4000,C16618,0,1000,0,0
1,TRANSFER,1000,C6416,5000,4000,C16416,0,1000,0,0
1,TRANSFER,1000,C5482,5000,4000,C15482,0,1000,0,0
1,CASH_OUT,1000,C4266,5000,4000,C14266,0,1000,0,0
1,CASH_OUT,1000,C4694,5000,4000,C14694,0,1000,0,0
1,TRANSFER,1000,C6874,5000,4000,C16874,0,1000,0,0
1,TRANSFER,1000,C7785,5000,4000,C17785,0,1000,0,0
1,TRANSFER,1000,C9736,5000,4000,C19736,0,1000,0,0
1,TRANSFER,1000,C7461,5000,4000,C17461,0,1000,0,0
1,TRANSFER,1000,C6963,5000,4000,C16963,0,1000,0,0
1,CASH_OUT,1000,C3027,5000,4000,C13027,0,1000,0,0
1,CASH_OUT,1000,C2183,5000,4000,C12183,0,1000,0,0
1,TRANSFER,1000,C9976,5000,4000,C19976,0,1000,1,0
1,TRANSFER,1000,C8807,5000,4000,C18807,0,1000,0,0
1,TRANSFER,1000,C7664,5000,4000,C17664,0,1000,0,0
1,TRANSFER,1000,C8816,5000,4000,C18816,0,1000,0,0
1,TRANSFER,1000,C9234,5000,4000,C19234,0,1000,0,0
1,CASH_OUT,1000,C2579,5000,4000,C12579,0,1000,0,0
1,TRANSFER,1000,C8313,5000,4000,C18313,0,1000,0,0
1,TRANSFER,1000,C9891,5000,4000,C19891,0,1000,1,0
1,TRANSFER,1000,C5850,5000,4000,C15850,0,1000,0,0
1,TRANSFER,1000,C7194,5000,4000,C17194,0,1000,0,0
1,CASH_OUT,1000,C4770,5000,4000,C14770,0,1000,0,0
1,CASH_OUT,1000,C336,5000,4000,C10336,0,1000,0,0
1,TRANSFER,1000,C7523,5000,4000,C17523,0,1000,0,0
1,TRANSFER,1000,C7922,5000,4000,C17922,0,1000,0,0
1,CASH_OUT,1000,C4598,5000,4000,C14598,0,1000,0,0
1,CASH_OUT,1000,C665,5000,4000,C10665,0,1000,0,0
1,TRANSFER,1000,C5091,5000,4000,C15091,0,1000,0,0
1,CASH_OUT,1000,C3599,5000,4000,C13599,0,1000,0,0
1,TRANSFER,1000,C9906,5000,4000,C19906,0,1000,1,0
1,CASH_OUT,1000,C3753,5000,4000,C13753,0,1000,0,0
1,CASH_OUT,1000,C624,5000,4000,C10624,0,1000,0,0
1,TRANSFER,1000,C9931,5000,4000,C19931,0,1000,1,0
1,CASH_OUT,1000,C4511,5000,4000,C14511,0,1000,0,0
1,TRANSFER,1000,C7846,5000,4000,C17846,0,1000,0,0
1,TRANSFER,1000,C9299,5000,4000,C19299,0,1000,0,0
1,CASH_OUT,1000,C4576,5000,4000,C14576,0,1000,0,0
1,TRANSFER,1000,C9042,5000,4000,C19042,0,1000,0,0
1,TRANSFER,1000,C7799,5000,4000,C17799,0,1000,0,0
1,TRANSFER,1000,C7315,5000,4000,C17315,0,1000,0,0
1,TRANSFER,1000,C9677,5000,4000,C19677,0,1000,0,0
1,CASH_OUT,1000,C4631,5000,4000,C14631,0,1000,0,0
1,TRANSFER,1000,C8607,5000,4000,C18607,0,1000,0,0
1,CASH_OUT,1000,C2312,5000,4000,C12312,0,1000,0,0
1,CASH_OUT,1000,C3956,5000,4000,C13956,0,1000,0,0
1,TRANSFER,1000,C5368,5000,4000,C15368,0,1000,0,0
1,TRANSFER,1000,C5676,5000,4000,C15676,0,1000,0,0
1,CASH_OUT,1000,C3791,5000,4000,C13791,0,1000,0,0
1,TRANSFER,1000,C9967,5000,4000,C19967,0,1000,1,0
1,CASH_OUT,1000,C119,5000,4000,C10119,0,1000,0,0
1,TRANSFER,1000,C7927,5000,4000,C17927,0,1000,0,0
1,CASH_OUT,1000,C3947,5000,4000,C13947,0,1000,0,0
1,CASH_OUT,1000,C3317,5000,4000,C13317,0,1000,0,0
1,CASH_OUT,1000,C285,5000,4000,C10285,0,1000,0,0
1,TRANSFER,1000,C6167,5000,4000,C16167,0,1000,0,0
1,TRANSFER,1000,C7831,5000,4000,C17831,0,1000,0,0
1,CASH_OUT,1000,C3031,5000,4000,C13031,0,1000,0,0
1,TRANSFER,1000,C5076,5000,4000,C15076,0,1000,0,0
1,CASH_OUT,1000,C4531,5000,4000,C14531,0,1000,0,0
1,TRANSFER,1000,C8839,5000,4000,C18839,0,1000,0,0
1,TRANSFER,1000,C8264,5000,4000,C18264,0,1000,0,0
1,TRANSFER,1000,C5471,5000,4000,C15471,0,1000,0,0
1,TRANSFER,1000,C7834,5000,4000,C17834,0,1000,0,0
1,CASH_OUT,1000,C1611,5000,4000,C11611,0,1000,0,0
1,CASH_OUT,1000,C1143,5000,4000,C11143,0,1000,0,0
1,TRANSFER,1000,C7877,5000,4000,C17877,0,1000,0,0
1,TRANSFER,1000,C6247,5000,4000,C16247,0,1000,0,0
1,CASH_OUT,1000,C4728,5000,4000,C14728,0,1000,0,0
1,CASH_OUT,1000,C1869,5000,4000,C11869,0,1000,0,0
1,CASH_OUT,1000,C615,5000,4000,C10615,0,1000,0,0
1,CASH_OUT,1000,C1444,5000,4000,C11444,0,1000,0,0
1,CASH_OUT,1000,C3995,5000,4000,C13995,0,1000,0,0
1,CASH_OUT,1000,C4019,5000,4000,C14019,0,1000,0,0
1,CASH_OUT,1000,C730,5000,4000,C10730,0,1000,0,0
1,CASH_OUT,1000,C289,5000,4000,C10289,0,1000,0,0
1,CASH_OUT,1000,C4956,5000,4000,C14956,0,1000,0,0
1,TRANSFER,1000,C9374,5000,4000,C19374,0,1000,0,0
1,CASH_OUT,1000,C129,5000,4000,C10129,0,1000,0,0
1,TRANSFER,1000,C6791,5000,4000,C16791,0,1000,0,0
1,CASH_OUT,1000,C4025,5000,4000,C14025,0,1000,0,0
1,TRANSFER,1000,C8051,5000,4000,C18051,0,1000,0,0
1,CASH_OUT,1000,C4314,5000,4000,C14314,0,1000,0,0
1,CASH_OUT,1000,C2754,5000,4000,C12754,0,1000,0,0
1,TRANSFER,1000,C7974,5000,4000,C17974,0,1000,0,0
1,TRANSFER,1000,C7298,5000,4000,C17298,0,1000,0,0
1,TRANSFER,1000,C8547,5000,4000,C18547,0,1000,0,0
1,CASH_OUT,1000,C3830,5000,4000,C13830,0,1000,0,0
1,TRANSFER,1000,C9873,5000,4000,C19873,0,1000,1,0
1,TRANSFER,1000,C7120,5000,4000,C17120,0,1000,0,0
1,CASH_OUT,1000,C4759,5000,4000,C14759,0,1000,0,0
1,CASH_OUT,1000,C1295,5000,4000,C11295,0,1000,0,0
1,CASH_OUT,1000,C3757,5000,4000,C13757,0,1000,0,0
1,TRANSFER,1000,C7317,5000,4000,C17317,0,1000,0,0
1,CASH_OUT,1000,C2007,5000,4000,C12007,0,1000,0,0
1,TRANSFER,1000,C5386,5000,4000,C15386,0,1000,0,0
1,TRANSFER,1000,C9789,5000,4000,C19789,0,1000,0,0
1,CASH_OUT,1000,C58,5000,4000,C10058,0,1000,0,0
1,CASH_OUT,1000,C3611,5000,4000,C13611,0,1000,0,0
1,CASH_OUT,1000,C3257,5000,4000,C13257,0,1000,0,0
1,CASH_OUT,1000,C554,5000,4000,C10554,0,1000,0,0
1,CASH_OUT,1000,C1363,5000,4000,C11363,0,1000,0,0
1,TRANSFER,1000,C7934,5000,4000,C17934,0,1000,0,0
1,CASH_OUT,1000,C2802,5000,4000,C12802,0,1000,0,0
1,TRANSFER,1000,C9831,5000,4000,C19831,0,1000,1,0
1,TRANSFER,1000,C6805,5000,4000,C16805,0,1000,0,0
1,TRANSFER,1000,C7914,5000,4000,C17914,0,1000,0,0
1,CASH_OUT,1000,C2267,5000,4000,C12267,0,1000,0,0
1,TRANSFER,1000,C9968,5000,4000,C19968,0,1000,1,0
1,TRANSFER,1000,C8314,5000,4000,C18314,0,1000,0,0
1,TRANSFER,1000,C7735,5000,4000,C17735,0,1000,0,0
1,CASH_OUT,1000,C1485,5000,4000,C11485,0,1000,0,0
1,CASH_OUT,1000,C2013,5000,4000,C12013,0,1000,0,0
1,TRANSFER,1000,C9103,5000,4000,C19103,0,1000,0,0
1,TRANSFER,1000,C7303,5000,4000,C17303,0,1000,0,0
1,CASH_OUT,1000,C1549,5000,4000,C11549,0,1000,0,0
1,TRANSFER,1000,C5548,5000,4000,C15548,0,1000,0,0
1,CASH_OUT,1000,C2682,5000,4000,C12682,0,1000,0,0
1,TRANSFER,1000,C8086,5000,4000,C18086,0,1000,0,0
1,CASH_OUT,1000,C3315,5000,4000,C13315,0,1000,0,0
1,TRANSFER,1000,C6281,5000,4000,C16281,0,1000,0,0
1,CASH_OUT,1000,C871,5000,4000,C10871,0,1000,0,0
1,TRANSFER,1000,C8873,5000,4000,C18873,0,1000,0,0
1,CASH_OUT,1000,C2237,5000,4000,C12237,0,1000,0,0
1,CASH_OUT,1000,C589,5000,4000,C10589,0,1000,0,0
1,TRANSFER,1000,C9826,5000,4000,C19826,0,1000,1,0
1,TRANSFER,1000,C6380,5000,4000,C16380,0,1000,0,0
1,TRANSFER,1000,C8351,5000,4000,C18351,0,1000,0,0
1,TRANSFER,1000,C6160,5000,4000,C16160,0,1000,0,0
1,TRANSFER,1000,C7348,5000,4000,C17348,0,1000,0,0
1,CASH_OUT,1000,C1705,5000,4000,C11705,0,1000,0,0
1,TRANSFER,1000,C6992,5000,4000,C16992,0,1000,0,0
1,TRANSFER,1000,C7853,5000,4000,C17853,0,1000,0,0
1,CASH_OUT,1000,C3431,5000,4000,C13431,0,1000,0,0
1,TRANSFER,1000,C8247,5000,4000,C18247,0,1000,0,0
1,TRANSFER,1000,C5866,5000,4000,C15866,0,1000,0,0
1,CASH_OUT,1000,C3363,5000,4000,C13363,0,1000,0,0
1,TRANSFER,1000,C8570,5000,4000,C18570,0,1000,0,0
1,CASH_OUT,1000,C1452,5000,4000,C11452,0,1000,0,0
1,CASH_OUT,1000,C1162,5000,4000,C11162,0,1000,0,0
1,CASH_OUT,1000,C723,5000,4000,C10723,0,1000,0,0
1,TRANSFER,1000,C5559,5000,4000,C15559,0,1000,0,0
1,CASH_OUT,1000,C2279,5000,4000,C12279,0,1000,0,0
1,TRANSFER,1000,C8557,5000,4000,C18557,0,1000,0,0
1,TRANSFER,1000,C9369,5000,4000,C19369,0,1000,0,0
1,CASH_OUT,1000,C3060,5000,4000,C13060,0,1000,0,0
1,CASH_OUT,1000,C2150,5000,4000,C12150,0,1000,0,0
1,TRANSFER,1000,C8518,5000,4000,C18518,0,1000,0,0
1,TRANSFER,1000,C8544,5000,4000,C18544,0,1000,0,0
1,CASH_OUT,1000,C3574,5000,4000,C13574,0,1000,0,0
1,CASH_OUT,1000,C3007,5000,4000,C13007,0,1000,0,0
1,TRANSFER,1000,C9623,5000,4000,C19623,0,1000,0,0
1,TRANSFER,1000,C8409,5000,4000,C18409,0,1000,0,0
1,TRANSFER,1000,C6366,5000,4000,C16366,0,1000,0,0
1,CASH_OUT,1000,C2093,5000,4000,C12093,0,1000,0,0
1,CASH_OUT,1000,C835,5000,4000,C10835,0,1000,0,0
1,CASH_OUT,1000,C841,5000,4000,C10841,0,1000,0,0
1,TRANSFER,1000,C6567,5000,4000,C16567,0,1000,0,0
1,CASH_OUT,1000,C2152,5000,4000,C12152,0,1000,0,0
1,TRANSFER,1000,C8965,5000,4000,C18965,0,1000,0,0
1,CASH_OUT,1000,C3378,5000,4000,C13378,0,1000,0,0
1,CASH_OUT,1000,C3175,5000,4000,C13175,0,1000,0,0
1,CASH_OUT,1000,C1629,5000,4000,C11629,0,1000,0,0
1,CASH_OUT,1000,C3293,5000,4000,C13293,0,1000,0,0
1,TRANSFER,1000,C9170,5000,4000,C19170,0,1000,0,0
1,TRANSFER,1000,C9727,5000,4000,C19727,0,1000,0,0
1,CASH_OUT,1000,C227,5000,4000,C10227,0,1000,0,0
1,CASH_OUT,1000,C4077,5000,4000,C14077,0,1000,0,0
1,TRANSFER,1000,C8274,5000,4000,C18274,0,1000,0,0
1,CASH_OUT,1000,C2397,5000,4000,C12397,0,1000,0,0
1,CASH_OUT,1000,C2616,5000,4000,C12616,0,1000,0,0
1,CASH_OUT,1000,C284,5000,4000,C10284,0,1000,0,0
1,CASH_OUT,1000,C4031,5000,4000,C14031,0,1000,0,0
1,TRANSFER,1000,C8024,5000,4000,C18024,0,1000,0,0
1,TRANSFER,1000,C6029,5000,4000,C16029,0,1000,0,0
1,TRANSFER,1000,C9245,5000,4000,C19245,0,1000,0,0
1,CASH_OUT,1000,C1264,5000,4000,C11264,0,1000,0,0
1,TRANSFER,1000,C8695,5000,4000,C18695,0,1000,0,0
1,CASH_OUT,1000,C2331,5000,4000,C12331,0,1000,0,0
1,TRANSFER,1000,C7018,5000,4000,C17018,0,1000,0,0
1,TRANSFER,1000,C7666,5000,4000,C17666,0,1000,0,0
1,CASH_OUT,1000,C2111,5000,4000,C12111,0,1000,0,0
1,TRANSFER,1000,C7872,5000,4000,C17872,0,1000,0,0
1,TRANSFER,1000,C6239,5000,4000,C16239,0,1000,0,0
1,TRANSFER,1000,C7549,5000,4000,C17549,0,1000,0,0
1,TRANSFER,1000,C8236,5000,4000,C18236,0,1000,0,0
1,TRANSFER,1000,C9428,5000,4000,C19428,0,1000,0,0
1,CASH_OUT,1000,C4969,5000,4000,C14969,0,1000,0,0
1,CASH_OUT,1000,C4646,5000,4000,C14646,0,1000,0,0
1,CASH_OUT,1000,C4643,5000,4000,C14643,0,1000,0,0
1,CASH_OUT,1000,C4764,5000,4000,C14764,0,1000,0,0
1,TRANSFER,1000,C6285,5000,4000,C16285,0,1000,0,0
1,TRANSFER,1000,C8588,5000,4000,C18588,0,1000,0,0
1,CASH_OUT,1000,C356,5000,4000,C10356,0,1000,0,0
1,TRANSFER,1000,C9228,5000,4000,C19228,0,1000,0,0
1,TRANSFER,1000,C8677,5000,4000,C18677,0,1000,0,0
1,TRANSFER,1000,C5682,5000,4000,C15682,0,1000,0,0
1,CASH_OUT,1000,C4404,5000,4000,C14404,0,1000,0,0
1,TRANSFER,1000,C7626,5000,4000,C17626,0,1000,0,0
1,CASH_OUT,1000,C1325,5000,4000,C11325,0,1000,0,0
1,CASH_OUT,1000,C4588,5000,4000,C14588,0,1000,0,0
1,CASH_OUT,1000,C1104,5000,4000,C11104,0,1000,0,0
1,TRANSFER,1000,C8678,5000,4000,C18678,0,1000,0,0
1,CASH_OUT,1000,C4597,5000,4000,C14597,0,1000,0,0
1,TRANSFER,1000,C9522,5000,4000,C19522,0,1000,0,0
1,TRANSFER,1000,C8372,5000,4000,C18372,0,1000,0,0
1,CASH_OUT,1000,C3615,5000,4000,C13615,0,1000,0,0
1,TRANSFER,1000,C7528,5000,4000,C17528,0,1000,0,0
1,CASH_OUT,1000,C3017,5000,4000,C13017,0,1000,0,0
1,CASH_OUT,1000,C1765,5000,4000,C11765,0,1000,0,0
1,CASH_OUT,1000,C4117,5000,4000,C14117,0,1000,0,0
1,CASH_OUT,1000,C4960,5000,4000,C14960,0,1000,0,0
1,CASH_OUT,1000,C1482,5000,4000,C11482,0,1000,0,0
1,TRANSFER,1000,C9851,5000,4000,C19851,0,1000,1,0
1,CASH_OUT,1000,C3075,5000,4000,C13075,0,1000,0,0
1,CASH_OUT,1000,C1426,5000,4000,C11426,0,1000,0,0
1,CASH_OUT,1000,C2481,5000,4000,C12481,0,1000,0,0
1,TRANSFER,1000,C8326,5000,4000,C18326,0,1000,0,0
1,CASH_OUT,1000,C3804,5000,4000,C13804,0,1000,0,0
1,TRANSFER,1000,C6581,5000,4000,C16581,0,1000,0,0
1,CASH_OUT,1000,C3826,5000,4000,C13826,0,1000,0,0
1,CASH_OUT,1000,C3149,5000,4000,C13149,0,1000,0,0
1,CASH_OUT,1000,C3575,5000,4000,C13575,0,1000,0,0
1,CASH_OUT,1000,C1068,5000,4000,C11068,0,1000,0,0
1,CASH_OUT,1000,C2614,5000,4000,C12614,0,1000,0,0
1,TRANSFER,1000,C7912,5000,4000,C17912,0,1000,0,0
1,TRANSFER,1000,C6670,5000,4000,C16670,0,1000,0,0
1,CASH_OUT,1000,C2195,5000,4000,C12195,0,1000,0,0
1,TRANSFER,1000,C5476,5000,4000,C15476,0,1000,0,0
1,CASH_OUT,1000,C3827,5000,4000,C13827,0,1000,0,0
1,CASH_OUT,1000,C1870,5000,4000,C11870,0,1000,0,0
1,TRANSFER,1000,C6428,5000,4000,C16428,0,1000,0,0
1,TRANSFER,1000,C5357,5000,4000,C15357,0,1000,0,0
1,TRANSFER,1000,C8325,5000,4000,C18325,0,1000,0,0
1,CASH_OUT,1000,C3604,5000,4000,C13604,0,1000,0,0
1,CASH_OUT,1000,C4641,5000,4000,C14641,0,1000,0,0
1,CASH_OUT,1000,C2257,5000,4000,C12257,0,1000,0,0
1,CASH_OUT,1000,C1652,5000,4000,C11652,0,1000,0,0
1,CASH_OUT,1000,C4718,5000,4000,C14718,0,1000,0,0
1,CASH_OUT,1000,C592,5000,4000,C10592,0,1000,0,0
1,TRANSFER,1000,C6926,5000,4000,C16926,0,1000,0,0
1,CASH_OUT,1000,C1423,5000,4000,C11423,0,1000,0,0
1,TRANSFER,1000,C6695,5000,4000,C16695,0,1000,0,0
1,TRANSFER,1000,C7082,5000,4000,C17082,0,1000,0,0
1,TRANSFER,1000,C5331,5000,4000,C15331,0,1000,0,0
1,CASH_OUT,1000,C3874,5000,4000,C13874,0,1000,0,0
1,CASH_OUT,1000,C3866,5000,4000,C13866,0,1000,0,0
1,TRANSFER,1000,C7224,5000,4000,C17224,0,1000,0,0
1,CASH_OUT,1000,C3646,5000,4000,C13646,0,1000,0,0
1,CASH_OUT,1000,C2424,5000,4000,C12424,0,1000,0,0
1,CASH_OUT,1000,C3336,5000,4000,C13336,0,1000,0,0
1,CASH_OUT,1000,C124,5000,4000,C10124,0,1000,0,0
1,TRANSFER,1000,C9858,5000,4000,C19858,0,1000,1,0
1,CASH_OUT,1000,C906,5000,4000,C10906,0,1000,0,0
1,CASH_OUT,1000,C1226,5000,4000,C11226,0,1000,0,0
1,CASH_OUT,1000,C1018,5000,4000,C11018,0,1000,0,0
1,CASH_OUT,1000,C3076,5000,4000,C13076,0,1000,0,0
1,CASH_OUT,1000,C1377,5000,4000,C11377,0,1000,0,0
1,TRANSFER,1000,C9896,5000,4000,C19896,0,1000,1,0
1,CASH_OUT,1000,C1462,5000,4000,C11462,0,1000,0,0
1,CASH_OUT,1000,C2436,5000,4000,C12436,0,1000,0,0
1,CASH_OUT,1000,C1754,5000,4000,C11754,0,1000,0,0
1,TRANSFER,1000,C7585,5000,4000,C17585,0,1000,0,0
1,CASH_OUT,1000,C1084,5000,4000,C11084,0,1000,0,0
1,TRANSFER,1000,C5976,5000,4000,C15976,0,1000,0,0
1,TRANSFER,1000,C9956,5000,4000,C19956,0,1000,1,0
1,CASH_OUT,1000,C2705,5000,4000,C12705,0,1000,0,0
1,CASH_OUT,1000,C3834,5000,4000,C13834,0,1000,0,0
1,CASH_OUT,1000,C1880,5000,4000,C11880,0,1000,0,0
1,TRANSFER,1000,C9639,5000,4000,C19639,0,1000,0,0
1,CASH_OUT,1000,C1138,5000,4000,C11138,0,1000,0,0
1,CASH_OUT,1000,C1618,5000,4000,C11618,0,1000,0,0
1,CASH_OUT,1000,C2591,5000,4000,C12591,0,1000,0,0
1,TRANSFER,1000,C6690,5000,4000,C16690,0,1000,0,0
1,CASH_OUT,1000,C630,5000,4000,C10630,0,1000,0,0
1,TRANSFER,1000,C8762,5000,4000,C18762,0,1000,0,0
1,TRANSFER,1000,C7990,5000,4000,C17990,0,1000,0,0
1,TRANSFER,1000,C9470,5000,4000,C19470,0,1000,0,0
1,TRANSFER,1000,C5337,5000,4000,C15337,0,1000,0,0
1,TRANSFER,1000,C9138,5000,4000,C19138,0,1000,0,0
1,CASH_OUT,1000,C2856,5000,4000,C12856,0,1000,0,0
1,CASH_OUT,1000,C122,5000,4000,C10122,0,1000,0,0
1,TRANSFER,1000,C6525,5000,4000,C16525,0,1000,0,0
1,CASH_OUT,1000,C2384,5000,4000,C12384,0,1000,0,0
1,CASH_OUT,1000,C1217,5000,4000,C11217,0,1000,0,0
1,CASH_OUT,1000,C3645,5000,4000,C13645,0,1000,0,0
1,TRANSFER,1000,C6023,5000,4000,C16023,0,1000,0,0
1,TRANSFER,1000,C5362,5000,4000,C15362,0,1000,0,0
1,CASH_OUT,1000,C1888,5000,4000,C11888,0,1000,0,0
1,CASH_OUT,1000,C3271,5000,4000,C13271,0,1000,0,0
1,TRANSFER,1000,C6784,5000,4000,C16784,0,1000,0,0
1,CASH_OUT,1000,C3631,5000,4000,C13631,0,1000,0,0
1,TRANSFER,1000,C8215,5000,4000,C18215,0,1000,0,0
1,TRANSFER,1000,C5215,5000,4000,C15215,0,1000,0,0
1,CASH_OUT,1000,C2446,5000,4000,C12446,0,1000,0,0
